phrase,count,source,seed,cluster,intent,intent_label,service_fit,priority
составная часть презентации содержащая различные объекты называется,216,similar,генерация коммерческих предложений,automation-sales,commercial_medium,Коммерческий (средний),sales-ai-agent,P2-landing/ads
автоматизация процессов электронного документооборота,197,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P2-landing/ads
система автоматизации делопроизводства и документооборота,194,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P2-landing/ads
электронный документ автоматизация документооборота,190,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P2-landing/ads
login 1c ru,684,similar,ai для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
битрикс 24 регистрация,677,similar,bitrix24 ии,other,irrelevant,Нерелевантный (шум),skip,P0-skip
коммерция это простыми словами,665,similar,автоматизация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
автоматизация документооборот бизнес процессы,155,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
задачи автоматизации документооборота,153,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
что такое франшиза простыми словами в бизнесе,560,similar,автоматизация коммерческих предложений,automation-sales,informational,Информационный,blog,P4-blog
1c интерес,156,similar,интеграция ии с 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
кто придумал сыр,651,similar,генерация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
автоматизация документооборота 1с,138,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация документооборота в организации,137,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
ооо продамус что это за организация,644,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
автоматизация отдела продаж,132,popular,автоматизация отдела продаж,automation-sales,commercial_medium,Коммерческий (средний),sales-ai-agent,P3-seo
битрикс 24 что это за программа,635,similar,bitrix24 автоматизация,bitrix24,irrelevant,Нерелевантный (шум),skip,P0-skip
тракт автоматика,525,similar,автоматизация кп,other,informational,Информационный,blog,P4-blog
технология автоматизации документооборота,111,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация бумажного документооборота,104,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
bitrix 24 это,112,similar,bitrix24 ии,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
rvi 1ns16f 1t 1c,107,similar,ai для 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
написать дипломную работу с помощью нейросети,104,similar,автоматизация обработки заявок,support,commercial_medium,Коммерческий (средний),enterprise-ai-assistant,P3-seo
контур автоматическая настройка рабочего места эцп,103,similar,автоматизация работы с документами,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
sertum ru автоматическая настройка рабочего места,101,similar,автоматизация работы с документами,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
crm битрикс 24 что это,100,similar,bitrix24 автоматизация,bitrix24,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
генерация коммерческого предложения,87,popular,генерация коммерческих предложений,automation-sales,commercial_medium,Коммерческий (средний),sales-ai-agent,P3-seo
стоимость акций система,593,similar,автоматизация отдела продаж,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
автоматизация документооборота предприятия,79,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация делопроизводства электронный документооборот,79,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация коммерческих предложений,77,popular,автоматизация коммерческих предложений,automation-sales,commercial_medium,Коммерческий (средний),sales-ai-agent,P3-seo
автоматизация работы с текстовыми документами,76,popular,автоматизация работы с документами,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
системы автоматизации документооборота организации,75,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
средства автоматизации документооборота,74,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация обработки заявок,71,popular,автоматизация обработки заявок,support,commercial_medium,Коммерческий (средний),enterprise-ai-assistant,P3-seo
обеспечение автоматизации документооборота,69,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация работы с данными и документами,67,popular,автоматизация работы с документами,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация внутреннего документооборота,66,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
проект автоматизация документооборота,64,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
преимущество автоматизации документооборота,63,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация кп,62,popular,автоматизация кп,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
система электронного документооборота автоматизации делопроизводства,62,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
ai агенты для 1с,62,popular,ai для 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
автоматизация документооборота и учета,61,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
программа автоматизация документооборота,55,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация документооборота в логистике,54,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация анализа документооборота,52,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
дело система автоматизации документооборота,52,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
developer 1c ru,561,similar,ai для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
v8users 1c,61,similar,интеграция ии с 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
автоматизации кадрового документооборота,49,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
менеджер обработки входящих заявок,48,popular,обработка входящих заявок,support,commercial_medium,Коммерческий (средний),enterprise-ai-assistant,P3-seo
cursor ai для 1с,45,popular,ai для 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
интеграция ии с 1с,44,popular,интеграция ии с 1с,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
ии автоматизация документооборота,39,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
эффективность автоматизации документооборота,39,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация процессов документооборота в организации,38,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
система автоматизации делопроизводства и документооборота дело,36,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
выбор системы автоматизации документооборота,34,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
системы автоматизации документооборота предприятия,31,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
цель автоматизации документооборота,30,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация bitrix24,29,popular,bitrix24 автоматизация,bitrix24,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
какие преимущества дает автоматизация антикоррупционного документооборота,28,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация документооборота в логистике москва,28,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
crm системы с интеграцией с 1с,27,popular,интеграция 1с crm,1c,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация процессов отдела продаж,26,popular,автоматизация отдела продаж,automation-sales,commercial_medium,Коммерческий (средний),sales-ai-agent,P3-seo
возможности автоматизации документооборота,25,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
вендинговый автомат что это,434,similar,автоматизация коммерческих предложений,automation-sales,informational,Информационный,blog,P4-blog
системы автоматизации документооборота и учета,24,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
автоматизация технического документооборота,23,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
классы систем автоматизации документооборота,23,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
подготовка к автоматизации документооборота,21,popular,автоматизация документооборота,automation-documents,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
bitrix24 ии,20,popular,bitrix24 ии,other,commercial_medium,Коммерческий (средний),ai-discovery-roadmap,P3-seo
эдо что это в бухгалтерии,519,similar,автоматизация документооборота,automation-documents,product_1c,Продукт 1С (не услуга),skip,P0-skip
чем робот отличается от автомата простыми словами,426,similar,автоматизация коммерческих предложений,automation-sales,informational,Информационный,blog,P4-blog
автоматизация обработки заявок клиентов,15,popular,автоматизация обработки заявок,support,commercial_medium,Коммерческий (средний),enterprise-ai-assistant,P3-seo
amo crm интеграция с 1с,11,popular,интеграция 1с crm,1c,commercial_medium,Коммерческий (средний),business-process-automation,P3-seo
обрабатывающая промышленность это,516,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
либерализация цен это,504,similar,автоматизация отдела продаж,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
ооо медиа технолоджи ит зачем звонят,495,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
ооо атента ит зачем звонят,485,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
я построил торговый автомат в майнкрафте,381,similar,автоматизация бизнеса под ключ,automation-processes,informational,Информационный,blog,P4-blog
прочие комплектующие купить,439,similar,автоматизация отдела продаж,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
как определить цену деления,436,similar,стоимость внедрения ии,other,irrelevant,Нерелевантный (шум),skip,P0-skip
wa business,410,similar,разработка ии для бизнеса,other,irrelevant,Нерелевантный (шум),skip,P0-skip
амо срм это,400,similar,интеграция 1с crm,1c,irrelevant,Нерелевантный (шум),skip,P0-skip
отправить приглашение в сбис для эдо контрагенту,392,similar,внедрение автоматизации документооборота,other,irrelevant,Нерелевантный (шум),skip,P0-skip
usaid что это за организация,384,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
битрикс 24 веб,383,similar,bitrix24 автоматизация,bitrix24,irrelevant,Нерелевантный (шум),skip,P0-skip
битрикс 24 регистрация бесплатно,369,similar,bitrix24 ии,other,irrelevant,Нерелевантный (шум),skip,P0-skip
электронный документооборот что это и как работает,267,similar,автоматизация работы с документами,automation-documents,informational,Информационный,blog,P4-blog
как настроить роуминг в сбис,360,similar,интеграция 1с crm,1c,irrelevant,Нерелевантный (шум),skip,P0-skip
интегратор это простыми словами,359,similar,автоматизация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
lic 1c ru,357,similar,ai для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
как добавить контрагента в сбис для эдо,347,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
инфобизнес это,243,similar,внедрение ии в бизнес,ai-corporate,informational,Информационный,blog,P4-blog
б24 битрикс,342,similar,bitrix24 ии,other,irrelevant,Нерелевантный (шум),skip,P0-skip
integrated api,324,similar,интеграция ии с 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
бизнес процессы это простыми словами,220,similar,автоматизация коммерческих предложений,automation-sales,informational,Информационный,blog,P4-blog
b24 битрикс,312,similar,bitrix24 автоматизация,bitrix24,irrelevant,Нерелевантный (шум),skip,P0-skip
битрикс24 авторизация,282,similar,bitrix24 автоматизация,bitrix24,irrelevant,Нерелевантный (шум),skip,P0-skip
кто такой коммерс,275,similar,генерация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
ксир что это за организация,273,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
aint это,271,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
купи продай ру официальный сайт,266,similar,автоматизация отдела продаж,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
франчайзинг что это такое простыми словами,240,similar,генерация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
как писать докладную на сотрудника,239,similar,автоматизация работы с документами,automation-documents,irrelevant,Нерелевантный (шум),skip,P0-skip
какому формированию соответствует формирование дивизион,235,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
allow third party software кс 2,224,similar,интеграция 1с crm,1c,irrelevant,Нерелевантный (шум),skip,P0-skip
программа битрикс 24 что это как работать,123,similar,bitrix24 автоматизация,bitrix24,informational,Информационный,blog,P4-blog
бэлл интегратор,222,similar,интеграция ии с 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
что такое инфобизнес,114,similar,разработка ии для бизнеса,other,informational,Информационный,blog,P4-blog
как сделать автоматическое содержание в word,112,similar,автоматизация работы с документами,automation-documents,informational,Информационный,blog,P4-blog
код выполняемой функции бухгалтер для ефс 1,190,similar,аи для 1с,other,product_1c,Продукт 1С (не услуга),skip,P0-skip
user agent что это,198,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
чем робот отличается от автоматического устройства,94,similar,автоматизация работы с документами,automation-documents,informational,Информационный,blog,P4-blog
idm integration module,194,similar,интеграция ии с 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
интегратор на оу,181,similar,интеграция ии с 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
комплексная автоматизация документооборот,154,popular,автоматизация документооборота,automation-documents,product_1c,Продукт 1С (не услуга),skip,P0-skip
срм эвотор вход,165,similar,интеграция 1с crm,1c,irrelevant,Нерелевантный (шум),skip,P0-skip
работа обработка входящих заявок,54,popular,обработка входящих заявок,support,informational,Информационный,blog,P4-blog
внедрение ии в бизнес обучение,47,popular,внедрение ии в бизнес,ai-corporate,informational,Информационный,blog,P4-blog
обрабатывающая промышленность что входит,152,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
fda что это за организация,137,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
releases 1c ru total,135,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
ооо айметик чем занимается,135,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
ұстаз платформасы эцп арқылы кіру,130,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
курс по внедрению ии в бизнес,20,popular,внедрение ии в бизнес,ai-corporate,informational,Информационный,blog,P4-blog
bifit signer что это за программа,129,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
примеры внедрения ии в бизнес процессы,15,popular,внедрение ии в бизнес,ai-corporate,informational,Информационный,blog,P4-blog
листинг программы это,115,similar,автоматизация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
обрабатывающие производства оквэд что входит,114,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
partweb 1c ru,110,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
ai automation что это,105,similar,автоматизация коммерческих предложений,automation-sales,irrelevant,Нерелевантный (шум),skip,P0-skip
90 01 1 счет бухгалтерского учета это,91,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
в свою очередь вводное слово или нет,89,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
оэср что это за организация,88,similar,внедрение ии в бизнес,ai-corporate,irrelevant,Нерелевантный (шум),skip,P0-skip
акскед срм,87,similar,интеграция 1с crm,1c,irrelevant,Нерелевантный (шум),skip,P0-skip
санирующая функция рынка это,81,similar,автоматизация обработки заявок,support,irrelevant,Нерелевантный (шум),skip,P0-skip
сервисный интегратор инсайт,80,similar,интеграция ии с 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
autoworkinstaller что это за программа и нужна,51,similar,аи для 1с,other,irrelevant,Нерелевантный (шум),skip,P0-skip
1с документооборот комплексная автоматизация,25,popular,автоматизация документооборота,automation-documents,product_1c,Продукт 1С (не услуга),skip,P0-skip
