phrase,count,source,seed,cluster,intent,intent_label,intent_legacy,service_fit,priority
публичное частное гибридное облако,76,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
скачать локальную нейросеть на пк,73,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
частное облако private cloud,73,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
топ облачных хранилищ,178,similar,приватное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
управляемые сервисы безопасности,65,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
безопасность облачной инфраструктуры,57,popular,безопасность облачной инфраструктуры,automation-processes,informational,Информационный,informational,blog,P4-blog
защита замка контейнера,53,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
защита сервера linux,50,popular,защита серверов linux,automation-processes,informational,Информационный,informational,blog,P4-blog
провайдер частного облака,47,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
защита от бпла морскими контейнерами,47,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
ркн что это за организация,155,similar,корпоративный rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальное развертывание llm,44,popular,развертывание llm,automation-processes,informational,Информационный,informational,blog,P4-blog
касперский утилита для проверки и уничтожения вирусов,153,similar,kaspersky hybrid cloud,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
бонго приват голые девки,152,similar,приватное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
управляющая система важная для безопасности,40,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
модель развертывания частное облако,37,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky security для виртуальных сред server,30,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
записки морализатора пустоты livejournal com,139,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
защита контейнера от проникновения,29,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
частное облако 2,26,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
что понимают под управлением охраной труда,136,similar,управляемая безопасность,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
корпоративный университет ии,25,popular,корпоративный ии,ai-corporate,informational,Информационный,informational,blog,P4-blog
модели развертывания публичное частное гибридное облако,22,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
защитное зануление это,131,similar,защита контейнеров,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
частное облако системы,19,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
примеры частного облака,17,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
visio защита фигуры контейнера или слоя,17,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
параметрами безопасности управляет ваша организация,17,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
контейнер динамической защиты,16,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
luntry защита контейнеров,16,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky hybrid cloud security,16,popular,kaspersky hybrid cloud,automation-processes,informational,Информационный,informational,blog,P4-blog
контейнер со съемной биологической защитой,15,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
информационная безопасность облаков,15,popular,информационная безопасность облака,automation-processes,informational,Информационный,informational,blog,P4-blog
мойофис частное облако,14,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
частное облако является,12,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
частные интим фото в облаке майл,12,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
касперский защита контейнеров,12,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
самое защищенное облако,11,popular,защищенное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
китайские поставщики решений частного облака,11,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
внутренняя защита контейнера сталкрафт,11,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
частное облако геоп,10,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
мой офис частное облако,10,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
дополнительная защита замков контейнера,10,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
директор по экономической безопасности управляющая компания вакансия,10,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
как защитить данные в облаке,9,popular,защищенное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
контейнер для рао со съемной биологической защитой,9,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
мойофис защищенное облако,8,popular,защищенное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
защита для навесного замка из пищевого контейнера,8,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
контейнер с защитой от взрыва извне,8,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky security для виртуальных сред 6.2,8,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
корпоративное обучение ии для сотрудников,7,popular,корпоративный ии,ai-corporate,informational,Информационный,informational,blog,P4-blog
слайд про публичные и частные облака,7,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
мусорный контейнер с защитой от птиц,7,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
пассивная защита от бпла из контейнера,7,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
безопасность движения управляя транспортным средством тест пдд,7,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
типы облаков частные и публичные,6,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
контейнер бокс для защиты аккумулятора,6,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
антидроновая защита из контейнеров,5,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
лаборатория касперского secure connection,91,similar,kaspersky hybrid cloud,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
