phrase,count,source,seed,cluster,intent,intent_label,intent_legacy,service_fit,priority
ии для 1с унф,21,popular,ии для 1с,1c,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
аэрогриль redmond rag 246 купить,20,popular,купить rag,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
ии для кодинга 1с,19,popular,ии для 1с,1c,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
rag для бизнеса,18,popular,rag для бизнеса,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
dify n8n nocodb redis postgresql,16,popular,dify,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
rag 15 plus купить тену,15,popular,купить rag,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
ragged джинсы купить,15,popular,купить rag,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
vb rags купить,15,popular,купить rag,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
офер или оффер как правильно,516,similar,внедрение ai в бизнес процессы,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
дифис,471,similar,dify,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
developer 1c ru,458,similar,ии для 1с,1c,negative,Негатив / шум,irrelevant,skip,P0-skip
что такое оффер при приеме на работу,344,similar,внедрение ai в бизнес процессы,automation-processes,informational,Информационный,informational,blog,P4-blog
вставлен носитель с другим уникальным номером,407,similar,внедрение ии под ключ,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
help premier one,371,similar,on premise llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
битрикс 24 что это такое,353,similar,ии для битрикс24,bitrix24,negative,Негатив / шум,irrelevant,skip,P0-skip
инфобизнес это,248,similar,разработка ии агентов для бизнеса,automation-processes,informational,Информационный,informational,blog,P4-blog
integrated api,336,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
mf agent,332,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
белл интегратор,323,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
бери шоп,322,similar,купить rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
сп помощник органайзер,319,similar,ии ассистент для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
островок би ту би для агентств,318,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
y m premier что это,305,similar,on premise llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
корпоративное такси для организаций,283,similar,ии ассистент для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
агентность это,267,similar,разработка ии агентов для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ип бабаков агентство что это,261,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
правила интегрирования,247,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
difm,242,similar,dify,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
помощник москвы приложение,241,similar,ии ассистент для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
агентский договор на оказание посреднических услуг,234,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
агенство самолет плюс агентство недвижимости,212,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
данная установка запрещена политикой заданной системным администратором,206,similar,внедрение ии под ключ,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
завершить работу свериться с ответами увидеть решения,86,similar,n8n внедрение,automation-processes,informational,Информационный,informational,blog,P4-blog
ии агенты для бизнеса обучение,70,popular,ии агенты для бизнеса,automation-processes,informational,Информационный,informational,blog,P4-blog
corsair device control service bundle что это,173,similar,разработка ии под ключ,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
idm integration module,173,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
начать сотрудничество оптимизатор про рф,72,similar,внедрение ai в бизнес процессы,automation-processes,informational,Информационный,informational,blog,P4-blog
интегратор на оу,155,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
бесплатный ии для 1с,44,popular,ии для 1с,1c,informational,Информационный,informational,blog,P4-blog
on premise llm,33,popular,on premise llm,automation-processes,informational,Информационный,informational,blog,P4-blog
установка визуального расписания это адаптация,142,similar,внедрение ии под ключ,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
dify github,30,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
dify скачать,28,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
агент ии разработка курс,27,popular,разработка ии агентов,automation-processes,informational,Информационный,informational,blog,P4-blog
dify marketplace,25,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
создание базы знаний с ии,23,popular,база знаний с ии,knowledge-base,informational,Информационный,informational,blog,P4-blog
dify api,22,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
ии ассистент для бизнеса обучение,21,popular,ии ассистент для бизнеса,automation-processes,informational,Информационный,informational,blog,P4-blog
видео уроки dify,20,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
курсор ии для 1с,20,popular,ии для 1с,1c,informational,Информационный,informational,blog,P4-blog
dify cloud,18,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
dify llm,15,popular,dify,automation-processes,informational,Информационный,informational,blog,P4-blog
сервисный интегратор инсайт,123,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
несобственный интеграл это,113,similar,llm интеграция,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
комитент это кто в агентском договоре,111,similar,ии агенты для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
vb24 business,105,similar,rag для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
bdfm,94,similar,dify,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ии для 1с бухгалтерия,78,popular,ии для 1с,1c,negative,Негатив / шум,product_1c,skip,P0-skip
usaid что это за организация,79,similar,разработка ии агентов для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
альттел агентство что это,45,similar,разработка ии агентов,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
